Title,Price(Ty),Area(m2),Bedroom,Toilet,Location,Price_per_m2(trieu)
Bán nhà riêng 3 tầng thiết kế tại đường Cồn Dầu 14 Hòa Xuân - Đà Nẵng,0.0,100,3.0,4.0,"Cẩm Lệ, Đà Nẵng",
"Bán rẻ lô đất 138m2 - đường 10,5m đối diện trường Cao Đẳng du Lịch - chỉ 4,x tỷ",0.0,138,,,"Ngũ Hành Sơn, Đà Nẵng",
Duy nhất lô đất đường An Thượng - Hoàng Kế Viêm 92m2 ngang 7m cách biển 300m,11.0,92,,,"Ngũ Hành Sơn, Đà Nẵng",119.56
"Cần bán lô đất 110m2 tại kiệt 267/ Ngô Quyền, Mân Thái, Sơn Trà, Đà Nẵng",2.0,110,,,"Sơn Trà, Đà Nẵng",18.18
"Cần bán cặp đất đường thông siêu hiếm Trương Xuân Nam, Hoà Quý, Ngũ Hành Sơn. Làm việc chính chủ",0.0,220,,,"Ngũ Hành Sơn, Đà Nẵng",
"Bán nhà đất diện tích lớn 640m2 đường Mỹ Khê, Phường Phước Mỹ, Sơn Trà Đà Nẵng",40.0,640,,,"Sơn Trà, Đà Nẵng",62.5
"Chính chủ cần bán lô Lakeside kẹp công viên đường 10,5m 2 mặt tiền công viên 10m ngang giá rẻ",3.35,100,,,"Liên Chiểu, Đà Nẵng",33.5
"Nhà 4 tầng, mặt tiền kinh doanh Nguyễn Công Trứ gần biển. Giá thấp nhất thị trường",14.5,111,4.0,5.0,"Sơn Trà, Đà Nẵng",130.63
"Chủ ngộp bank - bán rẻ lô đất đường Trung Lương 15 khu đảo vip - Giai đoạn 1B chỉ 4,x tỷ - ảnh thực",0.0,100,,,"Cẩm Lệ, Đà Nẵng",
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán rẻ lô đất 138m2 - đường 10,5m đối diện trường Cao Đẳng du Lịch - chỉ 4,x tỷ",0.0,138,,,"Ngũ Hành Sơn, Đà Nẵng",
Duy nhất lô đất đường An Thượng - Hoàng Kế Viêm 92m2 ngang 7m cách biển 300m,11.0,92,,,"Ngũ Hành Sơn, Đà Nẵng",119.56
"Cần bán lô đất 110m2 tại kiệt 267/ Ngô Quyền, Mân Thái, Sơn Trà, Đà Nẵng",2.0,110,,,"Sơn Trà, Đà Nẵng",18.18
"Cần bán cặp đất đường thông siêu hiếm Trương Xuân Nam, Hoà Quý, Ngũ Hành Sơn. Làm việc chính chủ",0.0,220,,,"Ngũ Hành Sơn, Đà Nẵng",
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán nhà đất diện tích lớn 640m2 đường Mỹ Khê, Phường Phước Mỹ, Sơn Trà Đà Nẵng",40.0,640,,,"Sơn Trà, Đà Nẵng",62.5
"Chính chủ cần bán lô Lakeside kẹp công viên đường 10,5m 2 mặt tiền công viên 10m ngang giá rẻ",3.35,100,,,"Liên Chiểu, Đà Nẵng",33.5
"Nhà 4 tầng, mặt tiền kinh doanh Nguyễn Công Trứ gần biển. Giá thấp nhất thị trường",14.5,111,4.0,5.0,"Sơn Trà, Đà Nẵng",130.63
"Chủ ngộp bank - bán rẻ lô đất đường Trung Lương 15 khu đảo vip - Giai đoạn 1B chỉ 4,x tỷ - ảnh thực",0.0,100,,,"Cẩm Lệ, Đà Nẵng",
Hiếm bán gấp căn biệt thự biển Villa Premier 2 mặt tiền có lối ra biển - 300m2 giá tốt không tưởng,0.0,300,4.0,4.0,"Ngũ Hành Sơn, Đà Nẵng",
Sắp mở bán tòa căn hộ FPT Plaza 3 khu đô thị FPT City Đà Nẵng. Giá trực tiếp từ chủ đầu tư,0.0,72,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
"Bán căn hộ biển À La Cartel view trực diện biển, hàng siêu hiếm trên thị trường, 2PN, full nội thất",0.0,66,2.0,2.0,"Sơn Trà, Đà Nẵng",
Căn hộ cao cấp Peninsula 1PN view sông Hàn. LH:0942 776 ***,0.0,48,1.0,1.0,"Sơn Trà, Đà Nẵng",
"Chính chủ cần bán căn nhà mặt tiền đường Huỳnh Ngọc Huệ, cạnh chợ Thanh Khê, đang cho thuê 20tr/ th",8.89,90,5.0,5.0,"Thanh Khê, Đà Nẵng",98.78
"Bán nhà mặt tiền đường 10,5m Đồng Xoài, Liên Chiểu, Đà Nẵng giá chỉ 4.650 tỷ",4.65,125,6.0,5.0,"Liên Chiểu, Đà Nẵng",37.2
Siêu phẩm căn hộ biển A La Carte tầng cao 2PN view biển chủ cần tiền bán lỗ gấp sổ hồng có sẵn,0.0,"66,4",2.0,2.0,"Sơn Trà, Đà Nẵng",
"Bán đất 2 mặt tiền đường Phùng Hưng và Dũng Sĩ Thanh Khê, cách biển 200m",9.5,"121,6",,,"Thanh Khê, Đà Nẵng",78.12
Cần bán nhanh lô đất đường Nguyễn Thành Ý - 106m2 - Hoà Cường Nam - Hải Châu,5.6,106,,,"Hải Châu, Đà Nẵng",52.83
"Hạ 7 tỷ, từ 60 tỷ còn 53 tỷ - Mặt tiền Nguyễn Văn Thoại 7 tầng, hơn 200m, có hợp đồng thuê 200 tr",53.0,200,19.0,19.0,"Ngũ Hành Sơn, Đà Nẵng",265.0
"Cắt lỗ căn 2PN Alphanam view xéo biển, ôm trọn vòng cung biển hướng về biển Mỹ Khuê, sở hữu lâu dài",5.7,"99,3",2.0,2.0,"Sơn Trà, Đà Nẵng",57.4
Bán gấp dãy trọ 5 phòng kiệt ô tô Trần Đại Nghĩa - ngang 6m - vuông vức -giá nhỉnh hơn 1 tỷ sở hữu,1.75,89,,,"Ngũ Hành Sơn, Đà Nẵng",19.66
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Cần bán nhanh lô đất đường Nguyễn Thành Ý - 106m2 - Hoà Cường Nam - Hải Châu,5.6,106,,,"Hải Châu, Đà Nẵng",52.83
"Hạ 7 tỷ, từ 60 tỷ còn 53 tỷ - Mặt tiền Nguyễn Văn Thoại 7 tầng, hơn 200m, có hợp đồng thuê 200 tr",53.0,200,19.0,19.0,"Ngũ Hành Sơn, Đà Nẵng",265.0
"Cắt lỗ căn 2PN Alphanam view xéo biển, ôm trọn vòng cung biển hướng về biển Mỹ Khuê, sở hữu lâu dài",5.7,"99,3",2.0,2.0,"Sơn Trà, Đà Nẵng",57.4
Bán gấp dãy trọ 5 phòng kiệt ô tô Trần Đại Nghĩa - ngang 6m - vuông vức -giá nhỉnh hơn 1 tỷ sở hữu,1.75,89,,,"Ngũ Hành Sơn, Đà Nẵng",19.66
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Cần bán nhanh 1 cặp 180m2 đường Nguyễn Đình Trân trục thông vip LH:0905 787 ***LVCC,10.5,180,,,"Ngũ Hành Sơn, Đà Nẵng",58.33
"Chính chủ bán đất tặng nhà cấp 4 mới đẹp đường 7m5 Bá Tùng GĐ1, cách Võ Chí Công 50m",3.15,100,,,"Ngũ Hành Sơn, Đà Nẵng",31.5
"Duy nhất lô góc 2 mặt tiền đường An Thượng cạnh Châu Thị Vĩnh Tế, giá tốt nhất khu vực",8.4,70,,,"Ngũ Hành Sơn, Đà Nẵng",120.0
"Tôi chính chủ cần bán căn nhà tâm huyết gần biển đường 10.5m, sát Lê Văn Hiến, Q. Ngũ Hành Sơn",7.5,200,4.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",37.5
"Cần bán nhà MT Hoàng Sĩ Khải ngay TTTM VinCom, giá 5.79 tỷ sập hầm",5.79,73,2.0,1.0,"Sơn Trà, Đà Nẵng",79.32
Cần bán căn hộ 1 phòng ngủ full nội thất view Sông- đã có sổ sở hữu lâu dài,0.0,70,1.0,1.0,"Hải Châu, Đà Nẵng",
Lô đất Lê Hữu Trác ngay sát Nguyễn Văn Thoại - DT 147m2 (mặt tiền hơn 6m) - Cực rẻ chỉ hơn 6 tỷ,6.9,147,,,"Sơn Trà, Đà Nẵng",46.94
Mở bán tòa căn hộ FPT Plaza 3. Khu đô thị FPT City Đà Nẵng. Giá trực tiếp từ chủ đầu tư,0.0,68,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
"Bán đất tặng nhà C4 gác lửng - MT Thái Thị Bôi - gần trường TH Điện Biên Phủ, TT KD sầm uất chợ",6.3,64,1.0,1.0,"Thanh Khê, Đà Nẵng",98.44
Bán đất tặng nhà cấp 4 đường An Thượng cách biển Mỹ Khê 450m,5.5,60,,,"Ngũ Hành Sơn, Đà Nẵng",91.67
"Bán đất đường Lê Thiết Hùng, gần chợ Hoà Xuân hướng Đông Nam Vị trí đẹp",3.8,100,,,"Cẩm Lệ, Đà Nẵng",38.0
"Nhà 2,5 tầng đường Trần Xuân Hoà - bãi tắm Sơn Thuỷ, Ngũ Hành Sơn",4.6,100,4.0,4.0,"Ngũ Hành Sơn, Đà Nẵng",46.0
Bán lô Nguyễn Xiển gần Minh Mạng - bãi tắm Sơn Thủy - Ngũ Hành Sơn,4.3,86,,,"Ngũ Hành Sơn, Đà Nẵng",50.0
Siêu phẩm mặt biển nội thất Luxury mới 100% có gara ô tô,5.85,75,3.0,4.0,"Liên Chiểu, Đà Nẵng",78.0
"Ngộp 2 tầng Hoàng Diệu - Hải Châu giá sốc 1,85 tỷ ngang tới 5,5m",1.85,50,2.0,2.0,"Hải Châu, Đà Nẵng",37.0
Chính chủ cần bán siêu phẩm 3 tầng góc 2 mặt tiền đường Dương Đình Nghệ đang kinh doanh tốt,25.0,130,4.0,4.0,"Sơn Trà, Đà Nẵng",192.31
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Siêu phẩm mặt biển nội thất Luxury mới 100% có gara ô tô,5.85,75,3.0,4.0,"Liên Chiểu, Đà Nẵng",78.0
"Ngộp 2 tầng Hoàng Diệu - Hải Châu giá sốc 1,85 tỷ ngang tới 5,5m",1.85,50,2.0,2.0,"Hải Châu, Đà Nẵng",37.0
Chính chủ cần bán siêu phẩm 3 tầng góc 2 mặt tiền đường Dương Đình Nghệ đang kinh doanh tốt,25.0,130,4.0,4.0,"Sơn Trà, Đà Nẵng",192.31
"Cực rẻ: 2,15 tỷ - Bán lô đất đường 7.5m Hồng Phước 3, cạnh Công viên, trục Mê Linh, Liên Chiểu",2.15,100,,,"Liên Chiểu, Đà Nẵng",21.5
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Cần bán căn nhà 3 mê 3 tầng kiệt ô tô Hoàng Diệu - Quận Hải Châu, ngay trung tâm thành phố",3.8,80,3.0,3.0,"Hải Châu, Đà Nẵng",47.5
Bán lô đất 2 mặt tiền đường Mỹ Đa Đông 4 sát chợ Bắc Mỹ An - Đà Nẵng,9.5,143,,,"Ngũ Hành Sơn, Đà Nẵng",66.43
"Chính chủ - bán 200m2 đất trụ sở văn phòng công ty, mặt tiền đường 29/3, Hòa Xuân",13.0,200,,2.0,"Cẩm Lệ, Đà Nẵng",65.0
Mặt tiền sông Cu Đê ngang 75m dài 260m,0.0,20.000,,,"Liên Chiểu, Đà Nẵng",
"Căn hộ cao cấp ngay cầu Rồng, The Filmore vị trí kim cương 3 mặt tiền đường Bạch Đằng",5.0,50,2.0,1.0,"Hải Châu, Đà Nẵng",100.0
"Mặt tiền Nam Kỳ Khởi Nghĩa. Ngang 10m, giá chỉ 43tr/m2 FPT Đà Nẵng",10.32,240,,,"Ngũ Hành Sơn, Đà Nẵng",43.0
"Căn hộ cao cấp mặt sông Hàn Đà Nẵng chỉ từ 60 triệu/m2, NH hỗ trợ 70%, 0% lãi suất, sở hữu lâu dài",2.4,40,1.0,1.0,"Sơn Trà, Đà Nẵng",60.0
"Cần bán nhà kiệt ô tô Thanh Khê, Đà Nẵng",3.5,42,3.0,3.0,"Thanh Khê, Đà Nẵng",83.33
Bán nhà gác lửng kiệt Nguyễn Công Trứ - Sơn Trà - Đà Nẵng,3.15,60,1.0,1.0,"Sơn Trà, Đà Nẵng",52.5
Cần bán nhà Ngũ Hành Sơn mặt tiền Thích Phước Huệ,0.0,133,5.0,6.0,"Ngũ Hành Sơn, Đà Nẵng",
"Chính chủ cần bán lô đất đường Đa Mặn 11 - Khu Nam Việt Á, Đà Nẵng",3.45,88,,,"Ngũ Hành Sơn, Đà Nẵng",39.2
Cả 3 thế hệ sẽ sống sung túc nếu bạn sở hữu căn nhà này mặt tiền đường 30 tháng 4 - 136m2 ngang 5m,19.5,136,4.0,4.0,"Hải Châu, Đà Nẵng",143.38
"Chính chủ cần bán lô đất biệt thự tại đường Tôn Thất Dương Kỵ, với cảnh quan tuyệt đẹp hướng sông",14.07,"255,9",,,"Cẩm Lệ, Đà Nẵng",55.0
Bán lô đất Bùi Viện thích hợp xây căn hộ,8.2,140,,,"Hải Châu, Đà Nẵng",58.57
"Bán lô đất biệt thự đường Nguyễn Đình Thi, đảo vip Hòa Xuân, Đà Nẵng - DT 250m2 chính chủ 11. x tỷ",0.0,250,,,"Cẩm Lệ, Đà Nẵng",
"Chính chủ cần bán gấp lô đất biệt thự 2 mặt tiền đảo vip ven sông Hòa Xuân, Cẩm Lệ, Đà Nẵng",22.23,494,,,"Cẩm Lệ, Đà Nẵng",45.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Mặt tiền Nam Kỳ Khởi Nghĩa. Ngang 10m, giá chỉ 43tr/m2 FPT Đà Nẵng",10.32,240,,,"Ngũ Hành Sơn, Đà Nẵng",43.0
"Căn hộ cao cấp mặt sông Hàn Đà Nẵng chỉ từ 60 triệu/m2, NH hỗ trợ 70%, 0% lãi suất, sở hữu lâu dài",2.4,40,1.0,1.0,"Sơn Trà, Đà Nẵng",60.0
"Cần bán nhà kiệt ô tô Thanh Khê, Đà Nẵng",3.5,42,3.0,3.0,"Thanh Khê, Đà Nẵng",83.33
Bán nhà gác lửng kiệt Nguyễn Công Trứ - Sơn Trà - Đà Nẵng,3.15,60,1.0,1.0,"Sơn Trà, Đà Nẵng",52.5
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Cần bán nhà Ngũ Hành Sơn mặt tiền Thích Phước Huệ,0.0,133,5.0,6.0,"Ngũ Hành Sơn, Đà Nẵng",
"Chính chủ cần bán lô đất đường Đa Mặn 11 - Khu Nam Việt Á, Đà Nẵng",3.45,88,,,"Ngũ Hành Sơn, Đà Nẵng",39.2
Cả 3 thế hệ sẽ sống sung túc nếu bạn sở hữu căn nhà này mặt tiền đường 30 tháng 4 - 136m2 ngang 5m,19.5,136,4.0,4.0,"Hải Châu, Đà Nẵng",143.38
"Chính chủ cần bán lô đất biệt thự tại đường Tôn Thất Dương Kỵ, với cảnh quan tuyệt đẹp hướng sông",14.07,"255,9",,,"Cẩm Lệ, Đà Nẵng",55.0
Bán lô đất Bùi Viện thích hợp xây căn hộ,8.2,140,,,"Hải Châu, Đà Nẵng",58.57
"Bán lô đất biệt thự đường Nguyễn Đình Thi, đảo vip Hòa Xuân, Đà Nẵng - DT 250m2 chính chủ 11. x tỷ",0.0,250,,,"Cẩm Lệ, Đà Nẵng",
"Chính chủ cần bán gấp lô đất biệt thự 2 mặt tiền đảo vip ven sông Hòa Xuân, Cẩm Lệ, Đà Nẵng",22.23,494,,,"Cẩm Lệ, Đà Nẵng",45.0
Bán nhà cấp 4 Nguyễn Phẩm sạch đẹp đang cho thuê tháng 6 triệu,5.2,"82,5",2.0,2.0,"Hải Châu, Đà Nẵng",63.03
Chính chủ bán nhà 2 tầng. Đường Nguyễn Trung Trực - Sơn Trà - Đà Nẵng,5.5,93,3.0,2.0,"Sơn Trà, Đà Nẵng",59.14
"Bán toà căn hộ 2MT Châu Thị Vĩnh Tế, tuyến đường sầm uất về kinh doanh, giá tốt đầu tư",10.8,50,,,"Ngũ Hành Sơn, Đà Nẵng",216.0
"Bán nhà 3 tầng Ung Văn Khiêm, Mỹ An, Ngũ Hành Sơn, Đà Nẵng",7.2,"74,3",3.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",96.9
"Rất nhiều đôi vợ chồng trẻ khao khát được sở hữu: Nhà kiệt Hoàng Diệu khá đẹp - 47m2 ngang 4,2m",3.45,47,3.0,3.0,"Hải Châu, Đà Nẵng",73.4
"Bán lô nở hậu, 90m2 Tây Nam, chợ Bình Kỳ, ô tô thông ra Võ Chí Công 150m",1.95,90,,,"Ngũ Hành Sơn, Đà Nẵng",21.61
"Đất diện tích lớn. Chỉ 75,8 triệu/m2 mặt tiền đường Đặng Vũ Hỷ. Quận Sơn Trà TP Đà Nẵng",22.0,290,,,"Sơn Trà, Đà Nẵng",75.86
"Chủ gửi bán lỗ 5 tỷ căn Premier Village, 300m2, 4PN, bàn giao full nội thất, hồ bơi, hướng Đông Nam",25.0,300,4.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",83.33
"Quỹ ngoại giao S3 Sun Symphony, căn 2PN + view trực diện sông Hàn nhưng hướng Nam, CK tới 15,5%",7.26,"79,4",2.0,2.0,"Sơn Trà, Đà Nẵng",91.44
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Rất nhiều đôi vợ chồng trẻ khao khát được sở hữu: Nhà kiệt Hoàng Diệu khá đẹp - 47m2 ngang 4,2m",3.45,47,3.0,3.0,"Hải Châu, Đà Nẵng",73.4
"Bán lô nở hậu, 90m2 Tây Nam, chợ Bình Kỳ, ô tô thông ra Võ Chí Công 150m",1.95,90,,,"Ngũ Hành Sơn, Đà Nẵng",21.61
"Đất diện tích lớn. Chỉ 75,8 triệu/m2 mặt tiền đường Đặng Vũ Hỷ. Quận Sơn Trà TP Đà Nẵng",22.0,290,,,"Sơn Trà, Đà Nẵng",75.86
"Chủ gửi bán lỗ 5 tỷ căn Premier Village, 300m2, 4PN, bàn giao full nội thất, hồ bơi, hướng Đông Nam",25.0,300,4.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",83.33
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Quỹ ngoại giao S3 Sun Symphony, căn 2PN + view trực diện sông Hàn nhưng hướng Nam, CK tới 15,5%",7.26,"79,4",2.0,2.0,"Sơn Trà, Đà Nẵng",91.44
"Ngộp 45m2 nhà mới 2 tầng ngay trung tâm Hải Châu, giá chỉ 2,75 tỷ",2.75,45,2.0,2.0,"Hải Châu, Đà Nẵng",61.11
"Nhà mặt tiền kinh doanh, khách sạn biển Sơn Trà - 6 x 18m giá chỉ 4,2 tỷ",4.2,108,3.0,1.0,"Sơn Trà, Đà Nẵng",38.89
Hiếm bán gấp căn Villa Premier 2 mặt tiền có lối ra biển - 490m2 - chưa tới 100 triệu/m2,48.0,300,4.0,4.0,"Ngũ Hành Sơn, Đà Nẵng",160.0
Cần bán lô đảo vip 2 Hồ Trung Lượng,4.39,100,,,"Cẩm Lệ, Đà Nẵng",43.9
"Bán đất tặng nhà cấp 4 cũ diện tích 150m2 ngang 11.5m đường Lê Hữu Trác, Sơn Trà",12.49,150,3.0,2.0,"Sơn Trà, Đà Nẵng",83.27
Cần bán nhà 2 tầng đường 10m5 Văn Tiến Dũng,4.5,100,3.0,3.0,"Cẩm Lệ, Đà Nẵng",45.0
"Nhà trung tâm Q Hải Châu, Gần ngay khu các trường Đại Học lớn tại Đà Nẵng. Giá rẻ bất ngờ",4.8,75,2.0,1.0,"Hải Châu, Đà Nẵng",64.0
"Bán nhà 3 tầng 5x18m đường 7m5 gần biển Nguyễn Tất Thành, Đà Nẵng",6.5,90,4.0,4.0,"Liên Chiểu, Đà Nẵng",72.22
"Mặt tiền đường 7,5m kinh doanh đỉnh - vị trí tốt nhất đường Kỳ Đồng, đi bộ ra bãi tắm Thanh Khê",7.5,100,,,"Thanh Khê, Đà Nẵng",75.0
Căn shophouse giá tốt nhất thị trường - Chưa tăng giá - Tầng cao view cầu Trần Thị Lý,19.85,"107,3",,,"Ngũ Hành Sơn, Đà Nẵng",185.0
Cơ hội cuối cùng để sở hữu căn hộ 2pn 2wc trong dự án ori garden,1.5,60,,,"Liên Chiểu, Đà Nẵng",24.92
"Chính chủ bán lô góc đẹp Trần Văn Dư, trục thông biển, xây tòa căn hộ lợi nhuận cực tốt",13.7,"159,7",,,"Ngũ Hành Sơn, Đà Nẵng",85.79
"Quỹ ngoại giao S3 Sun Symphony, căn 2PN + view trực diện sông Hàn nhưng hướng Nam, CK tới 15,5%",7.26,"79,4",2.0,2.0,"Sơn Trà, Đà Nẵng",91.44
"Nam Việt Á, biệt thự góc 2 mặt tiền vị trí đẹp. Giá bán nhanh",28.5,383,4.0,5.0,"Ngũ Hành Sơn, Đà Nẵng",74.41
GẤP!...Chuyển nhượng tòa căn hộ cao cấp 6 tầng - DT đất: 252m2 ngay cầu Rồng Đà Nẵng nhỉnh 16 tỷ,16.2,252,17.0,17.0,"Sơn Trà, Đà Nẵng",64.29
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Cơ hội cuối cùng để sở hữu căn hộ 2pn 2wc trong dự án ori garden,1.5,60,,,"Liên Chiểu, Đà Nẵng",24.92
"Chính chủ bán lô góc đẹp Trần Văn Dư, trục thông biển, xây tòa căn hộ lợi nhuận cực tốt",13.7,"159,7",,,"Ngũ Hành Sơn, Đà Nẵng",85.79
"Quỹ ngoại giao S3 Sun Symphony, căn 2PN + view trực diện sông Hàn nhưng hướng Nam, CK tới 15,5%",7.26,"79,4",2.0,2.0,"Sơn Trà, Đà Nẵng",91.44
"Nam Việt Á, biệt thự góc 2 mặt tiền vị trí đẹp. Giá bán nhanh",28.5,383,4.0,5.0,"Ngũ Hành Sơn, Đà Nẵng",74.41
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
GẤP!...Chuyển nhượng tòa căn hộ cao cấp 6 tầng - DT đất: 252m2 ngay cầu Rồng Đà Nẵng nhỉnh 16 tỷ,16.2,252,17.0,17.0,"Sơn Trà, Đà Nẵng",64.29
Hot - cần bán lô đất đường Trung Lương 17 - Khu đảo vip - P. Hoà Xuân - Q. Cẩm Lệ - DT: 100m2,4.5,100,,,"Cẩm Lệ, Đà Nẵng",45.0
Cần bán nhanh lô góc MT đường Nguyễn Đức Thuận giáp Trường Sa LH:0905 787 ***LVCC,10.5,122,,,"Ngũ Hành Sơn, Đà Nẵng",86.07
"Đất mặt tiền Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",2.3,81,,,"Liên Chiểu, Đà Nẵng",28.4
"Cần bán đất BT Nguyễn Đình Thi, 525m, B2.2 view sông, Đảo Vip Hòa Xuân, Cẩm Lệ, Đà Nẵng, 35tr/m",18.38,525,,,"Cẩm Lệ, Đà Nẵng",35.0
Chào bán nhà gác lửng đúc kiệt ô tô Tôn Đản,2.85,60,3.0,2.0,"Cẩm Lệ, Đà Nẵng",47.5
Bán nhà mặt tiền đường Phan Châu Trinh giá sụp hầm,0.0,65,,,"Hải Châu, Đà Nẵng",
Cần bán nhanh lô đường 5m thôn Giáng Nam 1 - Hoà Phước - Hoà Vang - Đà Nẵng,1.55,122,,,"Hòa Vang, Đà Nẵng",12.7
Chỉ 1.9X tỷ sở hữu căn hộ ven sông Đà Nẵng 30m2 thuộc dự án Sun Ponte của CĐT Sungroup,0.0,30,1.0,1.0,"Sơn Trà, Đà Nẵng",
"Siêu VIP 3 lô liền kề đường Hói Kiểng 8, khu VIP Điện Âm ở Nam Hoà Xuân Đà Nẵng, giá đầu tư",10.5,315,,,"Ngũ Hành Sơn, Đà Nẵng",33.33
Siêu Villa có 102 hàng siêu đẹp tại Đà Nẵng,42.0,490,6.0,8.0,"Cẩm Lệ, Đà Nẵng",85.71
Bán tòa căn hộ doanh thu 130 triệu/tháng view địa điểm bắn pháo hoa mới của Đà Nẵng,20.0,"131,2",20.0,20.0,"Ngũ Hành Sơn, Đà Nẵng",152.44
"Nhà 2 mặt kiệt ô tô trung tâm Hải Châu - 4x10m, 2 tầng kiên cố giá chỉ 2tỷ55",2.55,40,3.0,2.0,"Hải Châu, Đà Nẵng",63.75
"Bán nhà trung tâm quận Hải Châu, cách sông - đường Bạch Đằng 100m. LH:0938 178 ***",0.0,100,3.0,4.0,"Hải Châu, Đà Nẵng",
Bán nhà 2 mặt tiền trung tâm buôn bán kinh doanh bậc nhất TP Đà Nẵng. LH0938 178 ***,0.0,"86,5",,,"Hải Châu, Đà Nẵng",
Bán lô đất mặt tiền đương Hoàng Sa MT biển Đà Nẵng,0.0,583,,,"Sơn Trà, Đà Nẵng",
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Nhà đẹp - vị trí vàng đường Lê Duẩn, Quận Thanh Khê",2.95,"48,6",2.0,2.0,"Thanh Khê, Đà Nẵng",60.7
"Mặt tiền đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, TP Đà Nẵng",4.65,56,3.0,3.0,"Hải Châu, Đà Nẵng",83.04
"Bán 3 lô liên kề mặt tiền Nguyễn Tất Thành, có kẹp đường bên hông 5m",33.0,351,,,"Liên Chiểu, Đà Nẵng",94.02
Biệt thự mini đẳng cấp - Chốn an cư hoàn hảo giữa lòng Liên Chiểu,7.2,200,3.0,3.0,"Liên Chiểu, Đà Nẵng",36.0
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Nhà mặt tiền đường 30/4 vị trí đắc địa, kinh doanh sinh lời cao",0.0,136,4.0,4.0,"Hải Châu, Đà Nẵng",
"Bán biệt thự Fusion mặt biển Đà Nẵng mua gốc trực tiếp CĐT, CK 25% tặng gói nội thất hoàn thiện",24.68,500,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",49.36
